# sdk/api-contract.tsv — the java/** and javax/** surface pico-jvm serves.
#
# GENERATED by picodroid-core's `api_contract_is_current` test
# (picodroid-core/src/native_handler/api_contract.rs) from the runtime's
# own tables; do not edit by hand. Regenerate with
#     scripts/gen-api-contract.sh
# after changing an SDK java/** class, BUILTIN_METHODS / BUILTIN_CLASS_NAMES /
# BUILTIN_INTERFACE_METHODS (jvm/src/native/mod.rs), BUILTIN_SUPER / BUILTIN_INTERFACES
# (jvm/src/interpreter/helpers.rs), or picodroid-core's
# PLATFORM_BUILTIN_METHODS / CONTRACT_HINTS / TOLERATED.
#
# Consumed by the Gradle task `verifyApiContract`
# (buildSrc/src/main/kotlin/picodroid/classfile/ApiContract.kt), which runs
# on every app's compiled classes before they are packed into a PAPK.
#
# Grammar (tab-separated):
#   owner                            the class resolves: new / checkcast /
#                                    instanceof / catch / super / interface /
#                                    ldc / array element / lambda SAM type
#   owner<TAB>name<TAB>desc          member served with exactly this descriptor
#   owner<TAB>name<TAB>              member served for any descriptor (native
#                                    dispatch is keyed on (class, name))
#   @extends<TAB>child<TAB>parent    builtin superclass edge (BUILTIN_SUPER)
#   @implements<TAB>class<TAB>iface  builtin interface edge (BUILTIN_INTERFACES)
#   @nameonly<TAB>class              resolves as a catch / super / cast type only,
#                                    never instantiated
#   @hint<TAB>owner|prefix*<TAB>name|<empty><TAB>text
#                                    advice printed beside a rejected reference
#
# Resolution (mirrors pico-jvm's dispatch_native): a member is served on an
# owner when a row matches on the owner, on any @extends ancestor, or on
# java/lang/Object; a member of an interface is served when a class that
# @implements it (transitively) serves it, or an app class implementing it
# declares it. A class-file-backed class also serves its declared members
# by inheritance in the usual way.
#
# ── Tolerated: accepted although not served (static shapes never executed) ──
#   java/util/Locale.ROOTLjava/util/Locale; — kotlinc's uppercase()/lowercase() pass it to String.toUpperCase(Locale); getstatic on a classfile-less class reads null and the arm ignores it
#   java/util/Locale.USLjava/util/Locale; — as ROOT
#   java/lang/invoke/LambdaMetafactory (name only) — bootstrap-method owner of every invokedynamic; the interpreter matches the name and builds the lambda itself
#   java/util/AbstractList (name only) — compile-time superclass of the kotlin-shim's EnumEntriesList; its <init> falls through to Object
#   java/lang/NoSuchFieldError (name only) — catch_type in every $WhenMappings / $SwitchMap; never thrown by this JVM
#   java/lang/CloneNotSupportedException (name only) — catch_type in every clone() override that calls super.clone(); Object.clone never throws it here
#
# ── Classes and members ──
java/io/IOException
java/io/InterruptedIOException
java/lang/Appendable
java/lang/ArithmeticException
java/lang/ArrayIndexOutOfBoundsException
java/lang/ArrayStoreException
java/lang/AutoCloseable
java/lang/AutoCloseable	close	()V
java/util/Map$Entry	getValue	
java/util/MissingFormatArgumentException
java/util/MissingFormatArgumentException	<init>	
java/util/MissingFormatArgumentException	addSuppressed	
java/util/MissingFormatArgumentException	getCause	
java/util/MissingFormatArgumentException	getMessage	
java/util/MissingFormatArgumentException	getSuppressed	
java/util/NoSuchElementException
java/util/Objects
java/util/Objects	equals	(Ljava/lang/Object;Ljava/lang/Object;)Z
java/util/Objects	hash	([Ljava/lang/Object;)I
java/util/Objects	hashCode	(Ljava/lang/Object;)I
java/util/Objects	isNull	(Ljava/lang/Object;)Z
java/util/Objects	nonNull	(Ljava/lang/Object;)Z
java/util/Objects	requireNonNull	(Ljava/lang/Object;)Ljava/lang/Object;
java/util/Objects	requireNonNull	(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/Object;
java/util/Objects	toString	(Ljava/lang/Object;)Ljava/lang/String;
java/util/Objects	toString	(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;
java/util/Random
java/util/Random	<init>	
java/util/Random	nextBoolean	
java/util/Random	nextBytes	
java/util/Random	nextDouble	
java/util/Random	nextFloat	
java/util/Random	nextGaussian	
java/util/Random	nextInt	
java/util/Random	nextLong	
java/util/Random	setSeed	
java/util/Set
java/util/TimeZone
java/util/TimeZone	<init>	(Ljava/lang/String;I)V
java/util/TimeZone	defaultZone	Ljava/util/TimeZone;
java/util/TimeZone	getDSTSavings	()I
java/util/TimeZone	getDefault	()Ljava/util/TimeZone;
java/util/TimeZone	getID	()Ljava/lang/String;
java/util/TimeZone	getOffset	(J)I
java/util/TimeZone	getRawOffset	()I
java/util/TimeZone	getTimeZone	(Ljava/lang/String;)Ljava/util/TimeZone;
java/util/TimeZone	getTimeZone	(Ljava/time/ZoneId;)Ljava/util/TimeZone;
java/util/TimeZone	id	Ljava/lang/String;
java/util/TimeZone	rawOffsetMillis	I
java/util/TimeZone	setDefault	(Ljava/util/TimeZone;)V
java/util/TimeZone	toString	()Ljava/lang/String;
java/util/TimeZone	toZoneId	()Ljava/time/ZoneId;
java/util/TimeZone	useDaylightTime	()Z
java/util/UnknownFormatConversionException
java/util/UnknownFormatConversionException	<init>	
java/util/UnknownFormatConversionException	addSuppressed	
java/util/UnknownFormatConversionException	getCause	
java/util/UnknownFormatConversionException	getMessage	
java/util/UnknownFormatConversionException	getSuppressed	
java/util/concurrent/CancellationException
java/util/concurrent/ExecutionException
java/util/concurrent/RejectedExecutionException
java/util/concurrent/TimeoutException
javax/inject/Provider
javax/inject/Provider	get	()Ljava/lang/Object;
#
# ── Hierarchy ──
@extends	java/io/IOException	java/lang/Exception
@extends	java/io/InterruptedIOException	java/io/IOException
@extends	java/lang/ArithmeticException	java/lang/RuntimeException
@extends	java/lang/ArrayIndexOutOfBoundsException	java/lang/IndexOutOfBoundsException
@extends	java/lang/ArrayStoreException	java/lang/RuntimeException
@extends	java/lang/Byte	java/lang/Number
@extends	java/lang/ClassCastException	java/lang/RuntimeException
@extends	java/lang/Double	java/lang/Number
@extends	java/lang/Error	java/lang/Throwable
@extends	java/lang/Exception	java/lang/Throwable
@extends	java/lang/ExceptionInInitializerError	java/lang/Error
@extends	java/lang/Float	java/lang/Number
@extends	java/lang/IllegalArgumentException	java/lang/RuntimeException
@extends	java/lang/IllegalMonitorStateException	java/lang/RuntimeException
@extends	java/lang/IllegalStateException	java/lang/RuntimeException
@extends	java/lang/IllegalThreadStateException	java/lang/IllegalArgumentException
@extends	java/lang/IndexOutOfBoundsException	java/lang/RuntimeException
@extends	java/lang/Integer	java/lang/Number
@extends	java/lang/InterruptedException	java/lang/Exception
@extends	java/lang/Long	java/lang/Number
@extends	java/lang/NegativeArraySizeException	java/lang/RuntimeException
@extends	java/lang/NullPointerException	java/lang/RuntimeException
@extends	java/lang/NumberFormatException	java/lang/IllegalArgumentException
@extends	java/lang/OutOfMemoryError	java/lang/Error
@extends	java/lang/RuntimeException	java/lang/Exception
@extends	java/lang/Short	java/lang/Number
@extends	java/lang/StackOverflowError	java/lang/Error
@extends	java/lang/StringIndexOutOfBoundsException	java/lang/IndexOutOfBoundsException
@extends	java/lang/Throwable	java/lang/Object
@extends	java/lang/UnsupportedOperationException	java/lang/RuntimeException
@extends	java/net/BindException	java/net/SocketException
@extends	java/net/ConnectException	java/net/SocketException
@extends	java/net/NoRouteToHostException	java/net/SocketException
@extends	java/net/ProtocolException	java/io/IOException
@extends	java/net/SocketException	java/io/IOException
@extends	java/net/SocketTimeoutException	java/io/InterruptedIOException
@extends	java/net/UnknownHostException	java/io/IOException
@extends	java/util/ConcurrentModificationException	java/lang/RuntimeException
@extends	java/util/IllegalFormatConversionException	java/util/IllegalFormatException
@extends	java/util/IllegalFormatException	java/lang/IllegalArgumentException
@extends	java/util/IllegalFormatPrecisionException	java/util/IllegalFormatException
@extends	java/util/LinkedHashMap	java/util/HashMap
@extends	java/util/LinkedHashSet	java/util/HashSet
@extends	java/util/MissingFormatArgumentException	java/util/IllegalFormatException
@extends	java/util/NoSuchElementException	java/lang/RuntimeException
@extends	java/util/UnknownFormatConversionException	java/util/IllegalFormatException
@extends	java/util/concurrent/CancellationException	java/lang/IllegalStateException
@extends	java/util/concurrent/ExecutionException	java/lang/Exception
@extends	java/util/concurrent/RejectedExecutionException	java/lang/RuntimeException
@extends	java/util/concurrent/TimeoutException	java/lang/Exception
@implements	java/lang/Boolean	java/lang/Comparable
@implements	java/lang/Byte	java/lang/Comparable
@implements	java/lang/Character	java/lang/Comparable
@implements	java/lang/Double	java/lang/Comparable
@implements	java/lang/Enum	java/lang/Comparable
@implements	java/lang/Float	java/lang/Comparable
@implements	java/lang/Integer	java/lang/Comparable
@implements	java/lang/Long	java/lang/Comparable
@implements	java/lang/Short	java/lang/Comparable
@implements	java/lang/String	java/lang/CharSequence
@implements	java/lang/String	java/lang/Comparable
@implements	java/lang/StringBuilder	java/lang/Appendable
@implements	java/lang/StringBuilder	java/lang/CharSequence
@implements	java/util/ArrayList	java/lang/Iterable
@implements	java/util/ArrayList	java/util/Collection
@implements	java/util/ArrayList	java/util/List
@implements	java/util/Collection	java/lang/Iterable
@implements	java/util/HashMap	java/util/Map
@implements	java/util/HashMap$EntrySet	java/lang/Iterable
@implements	java/util/HashMap$EntrySet	java/util/Collection
@implements	java/util/HashMap$EntrySet	java/util/Set
@implements	java/util/HashMap$KeySet	java/lang/Iterable
@implements	java/util/HashMap$KeySet	java/util/Collection
@implements	java/util/HashMap$KeySet	java/util/Set
@implements	java/util/HashMap$Values	java/lang/Iterable
@implements	java/util/HashMap$Values	java/util/Collection
@implements	java/util/HashSet	java/lang/Iterable
@implements	java/util/HashSet	java/util/Collection
@implements	java/util/HashSet	java/util/Set
@implements	java/util/List	java/lang/Iterable
@implements	java/util/List	java/util/Collection
@implements	java/util/Set	java/lang/Iterable
@implements	java/util/Set	java/util/Collection
#
# ── Name-only classes ──
@nameonly	java/lang/CloneNotSupportedException
@nameonly	java/lang/NoSuchFieldError
@nameonly	java/lang/invoke/LambdaMetafactory
@nameonly	java/util/AbstractList
#
# ── Hints ──
@hint	java/lang/System	out	there is no stdout on device — log with picodroid.util.Log.i(tag, msg)
@hint	java/lang/System	err	there is no stderr on device — log with picodroid.util.Log.e(tag, msg)
@hint	java/lang/System	exit	there is no process to exit — finish() the Activity or return from main
@hint	java/lang/System	nanoTime	use System.currentTimeMillis() (millisecond resolution is what the boards have)
@hint	java/io/PrintStream		there is no stdout on device — log with picodroid.util.Log
@hint	java/util/LinkedList		not a pico-jvm builtin — use java.util.ArrayList
@hint	java/util/ArrayDeque		not a pico-jvm builtin — use java.util.ArrayList
@hint	java/util/Stack		not a pico-jvm builtin — use java.util.ArrayList
@hint	java/util/Vector		not a pico-jvm builtin — use java.util.ArrayList
@hint	java/util/TreeMap		not a pico-jvm builtin — use java.util.HashMap (unordered) and sort the keys when needed
@hint	java/util/TreeSet		not a pico-jvm builtin — use java.util.HashSet
@hint	java/lang/String	matches	no regex engine — use startsWith / endsWith / contains / indexOf (split() takes a literal separator)
@hint	java/lang/String	replaceAll	no regex engine — String.replace(CharSequence, CharSequence) is literal
@hint	java/lang/String	replaceFirst	no regex engine — String.replace(CharSequence, CharSequence) is literal
@hint	java/lang/Thread*		use picodroid.concurrent.Thread (same API shape) — java.lang.Thread is not a builtin
@hint	java/util/concurrent/*		use picodroid.concurrent.* (ExecutorService, Future, atomics, CountDownLatch, TimeUnit)
@hint	java/util/function/*		no java.util.function — use Runnable, Comparator, or your own single-method interface
@hint	java/lang/Math	random	use java.util.Random
@hint	java/util/Arrays	asList	build an ArrayList and add() the elements
@hint	java/util/Arrays	equals	compare the elements in a loop
@hint	java/lang/Float	isNaN	a NaN is the only value that is != itself
@hint	java/lang/Double	isNaN	a NaN is the only value that is != itself
@hint	java/io/BufferedReader		no java.io streams — read files with picodroid.io.FileInputStream into a byte[]
@hint	java/io/InputStreamReader		no java.io streams — read files with picodroid.io.FileInputStream into a byte[]
@hint	java/io/FileReader		no java.io streams — read files with picodroid.io.FileInputStream into a byte[]
@hint	java/io/FileWriter		no java.io streams — write files with picodroid.io.FileOutputStream
@hint	java/io/PrintWriter		no java.io streams — write files with picodroid.io.FileOutputStream
